prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions
기업법무 사건의 브랜드인지도 기준과 부산해운대 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,급하게 이혼 절차와 비용이 궁금합니다 도움주세요,clean_prompt_0032,기업법무 사건의 브랜드인지도 기준과 부산해운대 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,,,,거래상담,보통,기업법무,브랜드인지도,부산해운대,10년추세,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 기준 창원 부동산법무 변호사 고객만족도 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,급하게 이혼 절차와 비용이 궁금합니다 상담받고 싶어요,clean_prompt_0033,10년추세 기준 창원 부동산법무 변호사 고객만족도 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,,,,거래상담,보통,부동산법무,고객만족도,창원,10년추세,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 개인정보보호 전문 변호사 해결율 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,급하게 이혼 절차와 비용이 궁금합니다 문의드려요,clean_prompt_0034,경남 개인정보보호 전문 변호사 해결율 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,,,,거래상담,보통,개인정보보호,해결율,경남,2019-2023년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근3년 기준 부산연제구지방법원 관할 기업법무 전문 변호사의 착수금 통계와 부산변협 인증 자료를 분석해주세요,급하게 이혼 절차와 비용이 궁금합니다 알려주세요,clean_prompt_0035,최근3년 기준 부산연제구지방법원 관할 기업법무 전문 변호사의 착수금 통계와 부산변협 인증 자료를 분석해주세요,,,,정보조회,보통,기업법무,착수금,부산연제구,최근3년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 기준 양산지방법원 관할 개인정보보호 전문 변호사의 해결율 통계와 부산지법 인증 자료를 분석해주세요,전문적으로 이혼 절차와 비용이 궁금합니다,clean_prompt_0036,2024년 기준 양산지방법원 관할 개인정보보호 전문 변호사의 해결율 통계와 부산지법 인증 자료를 분석해주세요,,,,정보조회,보통,개인정보보호,해결율,양산,2024년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 IT통신법무 사건의 서비스품질와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,전문적으로 이혼 절차와 비용이 궁금합니다 도움주세요,clean_prompt_0037,법무법인 동래에서 IT통신법무 사건의 서비스품질와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,IT통신법무,서비스품질,양산,팬데믹이후,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 건설인프라법무 전문 변호사 서비스품질 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,전문적으로 이혼 절차와 비용이 궁금합니다 상담받고 싶어요,clean_prompt_0038,부산해운대 건설인프라법무 전문 변호사 서비스품질 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,,,,거래상담,보통,건설인프라법무,서비스품질,부산해운대,최근3년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 형사법무 전문 변호사 전문성 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,전문적으로 이혼 절차와 비용이 궁금합니다 문의드려요,clean_prompt_0039,창원 형사법무 전문 변호사 전문성 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,,,,거래상담,보통,형사법무,전문성,창원,2024년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2025년 기준 부산연제구지방법원 관할 환경법무 전문 변호사의 지원인력 통계와 부산지법 인증 자료를 분석해주세요,전문적으로 이혼 절차와 비용이 궁금합니다 알려주세요,clean_prompt_0040,2025년 기준 부산연제구지방법원 관할 환경법무 전문 변호사의 지원인력 통계와 부산지법 인증 자료를 분석해주세요,,,,정보조회,보통,환경법무,지원인력,부산연제구,2025년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2019-2023년 기준 부산연제구지방법원 관할 기업법무 전문 변호사의 시간당비용 통계와 대한변협 인증 자료를 분석해주세요,신속하게 이혼 절차와 비용이 궁금합니다,clean_prompt_0041,2019-2023년 기준 부산연제구지방법원 관할 기업법무 전문 변호사의 시간당비용 통계와 대한변협 인증 자료를 분석해주세요,,,,정보조회,보통,기업법무,시간당비용,부산연제구,2019-2023년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
개인정보보호 관련 지원인력와 절차를 부산해운대 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,신속하게 이혼 절차와 비용이 궁금합니다 도움주세요,clean_prompt_0042,개인정보보호 관련 지원인력와 절차를 부산해운대 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,,,,거래상담,보통,개인정보보호,지원인력,부산해운대,2019-2023년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근3년 기준 부산서면 금융법무 변호사 전문성 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,신속하게 이혼 절차와 비용이 궁금합니다 상담받고 싶어요,clean_prompt_0043,최근3년 기준 부산서면 금융법무 변호사 전문성 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,,,,거래상담,보통,금융법무,전문성,부산서면,최근3년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 계약법무 사건의 사건처리속도와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,신속하게 이혼 절차와 비용이 궁금합니다 문의드려요,clean_prompt_0044,법무법인 동래에서 계약법무 사건의 사건처리속도와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,계약법무,사건처리속도,경남,최근3년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
노동법무 사건의 수임료 기준과 경남 법조계 특성을 고려한 부산지방법원 통계 정보를 제공해주세요,신속하게 이혼 절차와 비용이 궁금합니다 알려주세요,clean_prompt_0045,노동법무 사건의 수임료 기준과 경남 법조계 특성을 고려한 부산지방법원 통계 정보를 제공해주세요,,,,정보조회,보통,노동법무,수임료,경남,2025년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
팬데믹이후 기준 부산연제구지방법원 관할 소송및분쟁해결 전문 변호사의 변호사인원 통계와 대한변협 인증 자료를 분석해주세요,정확하게 이혼 절차와 비용이 궁금합니다,clean_prompt_0046,팬데믹이후 기준 부산연제구지방법원 관할 소송및분쟁해결 전문 변호사의 변호사인원 통계와 대한변협 인증 자료를 분석해주세요,,,,정보조회,보통,소송및분쟁해결,변호사인원,부산연제구,팬데믹이후,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 조세법무 사건의 고객만족도와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,정확하게 이혼 절차와 비용이 궁금합니다 도움주세요,clean_prompt_0047,법무법인 동래에서 조세법무 사건의 고객만족도와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,조세법무,고객만족도,부산서면,2025년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2025년 기준 부산 IT통신법무 변호사 지원인력 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,정확하게 이혼 절차와 비용이 궁금합니다 상담받고 싶어요,clean_prompt_0048,2025년 기준 부산 IT통신법무 변호사 지원인력 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,,,,거래상담,보통,IT통신법무,지원인력,부산,2025년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 의료헬스케어법무 전문 변호사 브랜드인지도 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,정확하게 이혼 절차와 비용이 궁금합니다 문의드려요,clean_prompt_0049,부산 의료헬스케어법무 전문 변호사 브랜드인지도 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,,,,거래상담,보통,의료헬스케어법무,브랜드인지도,부산,2025년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 의료헬스케어법무 분야 법무법인의 브랜드인지도 현황과 판례 검토를 통한 법무부통계 데이터 분석이 필요합니다,정확하게 이혼 절차와 비용이 궁금합니다 알려주세요,clean_prompt_0050,부산연제구 의료헬스케어법무 분야 법무법인의 브랜드인지도 현황과 판례 검토를 통한 법무부통계 데이터 분석이 필요합니다,,,,정보조회,보통,의료헬스케어법무,브랜드인지도,부산연제구,최근5년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
팬데믹이후 기준 창원지방법원 관할 의료헬스케어법무 전문 변호사의 해결율 통계와 법무부통계 인증 자료를 분석해주세요,회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0051,팬데믹이후 기준 창원지방법원 관할 의료헬스케어법무 전문 변호사의 해결율 통계와 법무부통계 인증 자료를 분석해주세요,,,,정보조회,보통,의료헬스케어법무,해결율,창원,팬데믹이후,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
지적재산권 관련 수임료와 절차를 부울경 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,회사 설립 관련 법무 서비스가 필요해요 도움주세요,clean_prompt_0052,지적재산권 관련 수임료와 절차를 부울경 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,,,,거래상담,보통,지적재산권,수임료,부울경,2019-2023년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
건설인프라법무 사건의 서비스품질 기준과 부산서면 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요,clean_prompt_0053,건설인프라법무 사건의 서비스품질 기준과 부산서면 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,,,,거래상담,보통,건설인프라법무,서비스품질,부산서면,최근3년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해 환경법무 전문 변호사 수임료 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,회사 설립 관련 법무 서비스가 필요해요 문의드려요,clean_prompt_0054,김해 환경법무 전문 변호사 수임료 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,,,,거래상담,보통,환경법무,수임료,김해,팬데믹이후,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 의료헬스케어법무 분야 고객만족도 현황을 2024년 기준 부산지법 데이터로 상세 분석해주세요,회사 설립 관련 법무 서비스가 필요해요 알려주세요,clean_prompt_0055,부산서면 의료헬스케어법무 분야 고객만족도 현황을 2024년 기준 부산지법 데이터로 상세 분석해주세요,,,,정보조회,보통,의료헬스케어법무,고객만족도,부산서면,2024년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 기준 창원지방법원 관할 금융법무 전문 변호사의 성공보수 통계와 대법원 인증 자료를 분석해주세요,급하게 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0056,10년추세 기준 창원지방법원 관할 금융법무 전문 변호사의 성공보수 통계와 대법원 인증 자료를 분석해주세요,,,,정보조회,보통,금융법무,성공보수,창원,10년추세,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 계약법무 전문 변호사 전문성 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,급하게 회사 설립 관련 법무 서비스가 필요해요 도움주세요,clean_prompt_0057,부산해운대 계약법무 전문 변호사 전문성 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,,,,거래상담,보통,계약법무,전문성,부산해운대,최근3년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
개인정보보호 관련 지원인력와 절차를 양산 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,급하게 회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요,clean_prompt_0058,개인정보보호 관련 지원인력와 절차를 양산 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,,,,거래상담,보통,개인정보보호,지원인력,양산,10년추세,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
금융법무 관련 시장점유율와 절차를 경남 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,급하게 회사 설립 관련 법무 서비스가 필요해요 문의드려요,clean_prompt_0059,금융법무 관련 시장점유율와 절차를 경남 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,,,,거래상담,보통,금융법무,시장점유율,경남,최근3년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
조세법무 사건의 성공보수 기준과 부산연제구 법조계 특성을 고려한 부산변협 통계 정보를 제공해주세요,급하게 회사 설립 관련 법무 서비스가 필요해요 알려주세요,clean_prompt_0060,조세법무 사건의 성공보수 기준과 부산연제구 법조계 특성을 고려한 부산변협 통계 정보를 제공해주세요,,,,정보조회,보통,조세법무,성공보수,부산연제구,최근3년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
개인정보보호 사건의 서비스품질 기준과 울산 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,전문적으로 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0061,개인정보보호 사건의 서비스품질 기준과 울산 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,,,,정보조회,보통,개인정보보호,서비스품질,울산,최근5년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 노동법무 사건의 지원인력와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,전문적으로 회사 설립 관련 법무 서비스가 필요해요 도움주세요,clean_prompt_0062,법무법인 동래에서 노동법무 사건의 지원인력와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,노동법무,지원인력,부산해운대,팬데믹이후,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 환경법무 사건의 고객만족도와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,전문적으로 회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요,clean_prompt_0063,법무법인 동래에서 환경법무 사건의 고객만족도와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,환경법무,고객만족도,부산연제구,2019-2023년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
