prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions
10년추세 기준 부산해운대 노동법무 변호사 서비스품질 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,전문적으로 회사 설립 관련 법무 서비스가 필요해요 문의드려요,clean_prompt_0064,10년추세 기준 부산해운대 노동법무 변호사 서비스품질 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,,,,거래상담,보통,노동법무,서비스품질,부산해운대,10년추세,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
환경법무 사건의 수임료 기준과 부산해운대 법조계 특성을 고려한 KISDI 통계 정보를 제공해주세요,전문적으로 회사 설립 관련 법무 서비스가 필요해요 알려주세요,clean_prompt_0065,환경법무 사건의 수임료 기준과 부산해운대 법조계 특성을 고려한 KISDI 통계 정보를 제공해주세요,,,,정보조회,보통,환경법무,수임료,부산해운대,최근5년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 기준 김해지방법원 관할 형사법무 전문 변호사의 사건처리속도 통계와 부산지법 인증 자료를 분석해주세요,신속하게 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0066,10년추세 기준 김해지방법원 관할 형사법무 전문 변호사의 사건처리속도 통계와 부산지법 인증 자료를 분석해주세요,,,,정보조회,보통,형사법무,사건처리속도,김해,10년추세,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 기준 양산 소송및분쟁해결 변호사 수임료 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,신속하게 회사 설립 관련 법무 서비스가 필요해요 도움주세요,clean_prompt_0067,10년추세 기준 양산 소송및분쟁해결 변호사 수임료 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,,,,거래상담,보통,소송및분쟁해결,수임료,양산,10년추세,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
노동법무 관련 시장점유율와 절차를 부산 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,신속하게 회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요,clean_prompt_0068,노동법무 관련 시장점유율와 절차를 부산 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,,,,거래상담,보통,노동법무,시장점유율,부산,2025년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
금융법무 관련 변호사인원와 절차를 부산해운대 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,신속하게 회사 설립 관련 법무 서비스가 필요해요 문의드려요,clean_prompt_0069,금융법무 관련 변호사인원와 절차를 부산해운대 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,,,,거래상담,보통,금융법무,변호사인원,부산해운대,최근5년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
노동법무 사건의 수임료 기준과 울산 법조계 특성을 고려한 법무부통계 통계 정보를 제공해주세요,신속하게 회사 설립 관련 법무 서비스가 필요해요 알려주세요,clean_prompt_0070,노동법무 사건의 수임료 기준과 울산 법조계 특성을 고려한 법무부통계 통계 정보를 제공해주세요,,,,정보조회,보통,노동법무,수임료,울산,2025년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근5년 기준 부산서면지방법원 관할 형사법무 전문 변호사의 서비스품질 통계와 부산지법 인증 자료를 분석해주세요,정확하게 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0071,최근5년 기준 부산서면지방법원 관할 형사법무 전문 변호사의 서비스품질 통계와 부산지법 인증 자료를 분석해주세요,,,,정보조회,보통,형사법무,서비스품질,부산서면,최근5년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
기업법무 관련 브랜드인지도와 절차를 부산 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,정확하게 회사 설립 관련 법무 서비스가 필요해요 도움주세요,clean_prompt_0072,기업법무 관련 브랜드인지도와 절차를 부산 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,,,,거래상담,보통,기업법무,브랜드인지도,부산,2024년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 기준 울산 금융법무 변호사 변호사인원 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,정확하게 회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요,clean_prompt_0073,2024년 기준 울산 금융법무 변호사 변호사인원 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,,,,거래상담,보통,금융법무,변호사인원,울산,2024년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2025년 기준 부울경 개인정보보호 변호사 브랜드인지도 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,정확하게 회사 설립 관련 법무 서비스가 필요해요 문의드려요,clean_prompt_0074,2025년 기준 부울경 개인정보보호 변호사 브랜드인지도 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,,,,거래상담,보통,개인정보보호,브랜드인지도,부울경,2025년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 기준 부산서면지방법원 관할 조세법무 전문 변호사의 고객대응품질 통계와 KISDI 인증 자료를 분석해주세요,정확하게 회사 설립 관련 법무 서비스가 필요해요 알려주세요,clean_prompt_0075,2024년 기준 부산서면지방법원 관할 조세법무 전문 변호사의 고객대응품질 통계와 KISDI 인증 자료를 분석해주세요,,,,정보조회,보통,조세법무,고객대응품질,부산서면,2024년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 기업법무 분야 법무법인 동래의 성공보수 상담 서비스가 어떻게 되나요,부동산 계약서 검토받고 싶어요,clean_prompt_0076,부산연제구 기업법무 분야 법무법인 동래의 성공보수 상담 서비스가 어떻게 되나요,,,,정보조회,쉬움,기업법무,성공보수,부산연제구,팬데믹이후,법무부통계,KO 0.9 : EN 0.1,정보조회,쉬움,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 금융법무 전문 변호사 서비스품질 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,부동산 계약서 검토받고 싶어요 도움주세요,clean_prompt_0077,양산 금융법무 전문 변호사 서비스품질 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,,,,거래상담,보통,금융법무,서비스품질,양산,2024년,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
형사법무 관련 성공보수와 절차를 김해 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,부동산 계약서 검토받고 싶어요 상담받고 싶어요,clean_prompt_0078,형사법무 관련 성공보수와 절차를 김해 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,,,,거래상담,보통,형사법무,성공보수,김해,2019-2023년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
노동법무 사건의 해결율 기준과 김해 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,부동산 계약서 검토받고 싶어요 문의드려요,clean_prompt_0079,노동법무 사건의 해결율 기준과 김해 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,,,,거래상담,보통,노동법무,해결율,김해,10년추세,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 부동산법무 분야 법무법인의 사건처리속도 현황과 판례 검토를 통한 부산법원 데이터 분석이 필요합니다,부동산 계약서 검토받고 싶어요 알려주세요,clean_prompt_0080,부산해운대 부동산법무 분야 법무법인의 사건처리속도 현황과 판례 검토를 통한 부산법원 데이터 분석이 필요합니다,,,,정보조회,보통,부동산법무,사건처리속도,부산해운대,2024년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 IT통신법무 분야 법무법인의 사건처리속도 현황과 판례 검토를 통한 법률신문 데이터 분석이 필요합니다,급하게 부동산 계약서 검토받고 싶어요,clean_prompt_0081,양산 IT통신법무 분야 법무법인의 사건처리속도 현황과 판례 검토를 통한 법률신문 데이터 분석이 필요합니다,,,,정보조회,보통,IT통신법무,사건처리속도,양산,팬데믹이후,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
기업법무 관련 시설규모와 절차를 울산 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,급하게 부동산 계약서 검토받고 싶어요 도움주세요,clean_prompt_0082,기업법무 관련 시설규모와 절차를 울산 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,,,,거래상담,보통,기업법무,시설규모,울산,2024년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부동산법무 관련 전문인력와 절차를 부울경 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,급하게 부동산 계약서 검토받고 싶어요 상담받고 싶어요,clean_prompt_0083,부동산법무 관련 전문인력와 절차를 부울경 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,,,,거래상담,보통,부동산법무,전문인력,부울경,2024년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
금융법무 사건의 수임료 기준과 울산 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,급하게 부동산 계약서 검토받고 싶어요 문의드려요,clean_prompt_0084,금융법무 사건의 수임료 기준과 울산 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,,,,거래상담,보통,금융법무,수임료,울산,최근5년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 소송및분쟁해결 분야 법무법인의 착수금 현황과 판례 검토를 통한 KISDI 데이터 분석이 필요합니다,급하게 부동산 계약서 검토받고 싶어요 알려주세요,clean_prompt_0085,경남 소송및분쟁해결 분야 법무법인의 착수금 현황과 판례 검토를 통한 KISDI 데이터 분석이 필요합니다,,,,정보조회,보통,소송및분쟁해결,착수금,경남,2024년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부동산법무 사건의 파트너수 기준과 부산서면 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,전문적으로 부동산 계약서 검토받고 싶어요,clean_prompt_0086,부동산법무 사건의 파트너수 기준과 부산서면 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,,,,정보조회,보통,부동산법무,파트너수,부산서면,2019-2023년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 형사법무 사건의 해결율와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,전문적으로 부동산 계약서 검토받고 싶어요 도움주세요,clean_prompt_0087,법무법인 동래에서 형사법무 사건의 해결율와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,형사법무,해결율,김해,2019-2023년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 소송및분쟁해결 사건의 수임료와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,전문적으로 부동산 계약서 검토받고 싶어요 상담받고 싶어요,clean_prompt_0088,법무법인 동래에서 소송및분쟁해결 사건의 수임료와 29년 업력 기반 전문 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,소송및분쟁해결,수임료,양산,최근5년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 개인정보보호 전문 변호사 법적정확성 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,전문적으로 부동산 계약서 검토받고 싶어요 문의드려요,clean_prompt_0089,울산 개인정보보호 전문 변호사 법적정확성 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,,,,거래상담,보통,개인정보보호,법적정확성,울산,2019-2023년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 동안 경남 건설인프라법무 변호사 서비스품질 평균과 대한변협 공식 발표 자료를 종합해주세요,전문적으로 부동산 계약서 검토받고 싶어요 알려주세요,clean_prompt_0090,2024년 동안 경남 건설인프라법무 변호사 서비스품질 평균과 대한변협 공식 발표 자료를 종합해주세요,,,,정보조회,보통,건설인프라법무,서비스품질,경남,2024년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근3년 동안 부산연제구 노동법무 변호사 총비용 평균과 부산법원 공식 발표 자료를 종합해주세요,신속하게 부동산 계약서 검토받고 싶어요,clean_prompt_0091,최근3년 동안 부산연제구 노동법무 변호사 총비용 평균과 부산법원 공식 발표 자료를 종합해주세요,,,,정보조회,보통,노동법무,총비용,부산연제구,최근3년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 금융법무 전문 변호사 착수금 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,신속하게 부동산 계약서 검토받고 싶어요 도움주세요,clean_prompt_0092,부산서면 금융법무 전문 변호사 착수금 상담과 법무법인 동래의 Busan Legal First-Mover 서비스를 받고 싶어요,,,,거래상담,보통,금융법무,착수금,부산서면,2019-2023년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2025년 기준 부산서면 기업법무 변호사 법적정확성 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,신속하게 부동산 계약서 검토받고 싶어요 상담받고 싶어요,clean_prompt_0093,2025년 기준 부산서면 기업법무 변호사 법적정확성 평균과 법무법인 동래의 원스톱 서비스를 비교해주세요,,,,거래상담,보통,기업법무,법적정확성,부산서면,2025년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
계약법무 사건의 시장점유율 기준과 부산해운대 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,신속하게 부동산 계약서 검토받고 싶어요 문의드려요,clean_prompt_0094,계약법무 사건의 시장점유율 기준과 부산해운대 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,,,,거래상담,보통,계약법무,시장점유율,부산해운대,10년추세,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 금융법무 분야 총비용 현황을 2025년 기준 부산법원 데이터로 상세 분석해주세요,신속하게 부동산 계약서 검토받고 싶어요 알려주세요,clean_prompt_0095,경남 금융법무 분야 총비용 현황을 2025년 기준 부산법원 데이터로 상세 분석해주세요,,,,정보조회,보통,금융법무,총비용,경남,2025년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 동안 부산해운대 조세법무 변호사 사건처리속도 평균과 부산지법 공식 발표 자료를 종합해주세요,정확하게 부동산 계약서 검토받고 싶어요,clean_prompt_0096,10년추세 동안 부산해운대 조세법무 변호사 사건처리속도 평균과 부산지법 공식 발표 자료를 종합해주세요,,,,정보조회,보통,조세법무,사건처리속도,부산해운대,10년추세,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
