번호,질문,의도,난이도,도메인,언어,어절수,키워드_포함
1,부산 부산시에서 금융법무 전문 변호사 찾고 있어요,거래,쉬움,법무,KO,7,"법무분야, 지역"
2,부산지방법원 조세법무 소송 도움받을 수 있나요?,정보,쉬움,법무,KO,6,"법무분야, 지역"
3,의료헬스케어 관련 법률사무소 상담 가능한가요?,탐색,쉬움,법무,KO,5,법무분야
4,가족법 초기 대응 도움받고 싶어요,거래,쉬움,법무,KO,5,법무분야
5,금융법무 변호사 경력이 궁금해요,정보,쉬움,법무,KO,4,법무분야
6,보험법 사건으로 법률사무소 방문 예약하고 싶어요,탐색,쉬움,법무,KO,6,법무분야
7,회생법 변호사 경력이 궁금해요,정보,쉬움,법무,KO,4,법무분야
8,부산지방법원 기업법무 소송 도움받을 수 있나요?,탐색,쉬움,법무,KO,6,"법무분야, 지역"
9,부산지방법원 노동법무 소송 도움받을 수 있나요?,탐색,쉬움,법무,KO,6,"법무분야, 지역"
10,부산 환경 전문 로펌 평판은 어떤가요?,탐색,쉬움,법무,KO,6,"법무분야, 지역"
11,건설인프라 관련 무료상담 있나요?,정보,쉬움,법무,KO,4,법무분야
12,부산지방법원 가족법 소송 도움받을 수 있나요?,거래,쉬움,법무,KO,6,"법무분야, 지역"
13,IT통신 변호사 경력이 궁금해요,정보,쉬움,법무,KO,4,법무분야
14,행정법 수임료는 어느 정도인가요?,거래,쉬움,법무,KO,4,법무분야
15,기업법무 사건으로 법률사무소 방문 예약하고 싶어요,탐색,쉬움,법무,KO,6,법무분야
16,부동산법무 초기 대응 도움받고 싶어요,탐색,쉬움,법무,KO,5,법무분야
17,부산 경남에서 금융법무 전문 변호사 찾고 있어요,거래,쉬움,법무,KO,7,"법무분야, 지역"
18,지적재산권 사건으로 법률사무소 방문 예약하고 싶어요,탐색,쉬움,법무,KO,6,법무분야
19,영남권 거주자인데 환경 상담 받고 싶어요,탐색,쉬움,법무,KO,6,"법무분야, 지역"
20,증권법 관련 법률사무소 상담 가능한가요?,탐색,쉬움,법무,KO,5,법무분야
21,가족법 변호사 경력이 궁금해요,탐색,쉬움,법무,KO,4,법무분야
22,헌법 관련 법률사무소 상담 가능한가요?,거래,쉬움,법무,KO,5,법무분야
23,부산 보험법 전문 로펌 평판은 어떤가요?,정보,쉬움,법무,KO,6,"법무분야, 지역"
24,국제법 관련 무료상담 있나요?,탐색,쉬움,법무,KO,4,법무분야
25,부산 수영구에서 소송분쟁해결 전문 변호사 찾고 있어요,탐색,쉬움,법무,KO,7,"법무분야, 지역"
26,상속법 관련 무료상담 있나요?,정보,쉬움,법무,KO,4,법무분야
27,경남 거주자인데 의료헬스케어 상담 받고 싶어요,거래,쉬움,법무,KO,6,"법무분야, 지역"
28,부산 행정법 전문 로펌 평판은 어떤가요?,거래,쉬움,법무,KO,6,"법무분야, 지역"
29,부산 부산지방법원에서 기업법무 전문 변호사 찾고 있어요,탐색,쉬움,법무,KO,7,"법무분야, 지역"
30,건설인프라 초기 대응 도움받고 싶어요,탐색,쉬움,법무,KO,5,법무분야
31,부산지방법원 회생법 소송에서 경험 많은 변호사를 찾고 있어요,정보,보통,법무,KO,8,"법무분야, 지역"
32,부산지방법원 금융법무 소송 경험이 풍부한 법무법인 찾아주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
33,가족법 사건 처리 시 동남권 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
34,계약법무 사건 처리 시 해운대 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
35,부산지방법원 국제법 소송 경험이 풍부한 법무법인 찾아주세요,거래,보통,법무,KO,7,"법무분야, 지역"
36,계약법무 관련 법조단지 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
37,연제구 보험법 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
38,부산지방법원 금융법무 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
39,동래구 의료헬스케어 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
40,부산지방법원 소송분쟁해결 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
41,지적재산권 관련 부산 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
42,건설인프라 사건 처리 시 양산시 법무법인들의 접근 방식 비교,정보,보통,법무,KO,9,"법무분야, 지역"
43,지적재산권 관련 법조단지 법률사무소들의 성공률 차이점은?,거래,보통,법무,KO,6,"법무분야, 지역"
44,부산 가족법 분야에서 전문성 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
45,계약법무 사건 처리 시 남포동 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
46,부산지방법원 건설인프라 소송 경험이 풍부한 법무법인 찾아주세요,정보,보통,법무,KO,7,"법무분야, 지역"
47,개인정보 관련 서면 법률사무소들의 만족도 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
48,기업법무 분야 해운대 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
49,부산지방법원 기반 행정법 전문 변호사들의 실적 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역"
50,회생법 분야 동래구 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
51,부산지방법원 부동산법무 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
52,건설인프라 분야 법조단지 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
53,해운대 지역 보험법 전문가 중에서 접근성 좋은 곳 추천해주세요,정보,보통,법무,KO,9,"법무분야, 지역"
54,서면 지적재산권 전문 로펌들의 서비스 특징과 장단점 비교,정보,보통,법무,KO,8,"법무분야, 지역"
55,보험법 분야 법조단지 지역 전문 법무법인을 비교해주세요,거래,보통,법무,KO,7,"법무분야, 지역, USP"
56,환경 관련 영남권 법률사무소들의 접근성 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
57,부산지방법원 의료헬스케어 소송 경험이 풍부한 법무법인 찾아주세요,거래,보통,법무,KO,7,"법무분야, 지역"
58,형사법무 관련 해운대 법률사무소들의 신뢰도 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
59,부산 소송분쟁해결 분야에서 투명성 우수한 로펌들 순위는?,정보,보통,법무,KO,7,"법무분야, 지역"
60,건설인프라 관련 남포동 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
61,의료헬스케어 관련 양산시 법률사무소들의 접근성 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
62,개인정보 사건 처리 시 경남 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
63,행정법 관련 영남권 법률사무소들의 투명성 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
64,부산 의료헬스케어 분야에서 접근성 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
65,남포동 기반 국제법 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
66,보험법 사건 처리 시 양산시 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
67,부산 행정법 분야에서 비용 효율성 우수한 로펌들 순위는?,탐색,보통,법무,KO,8,"법무분야, 지역"
68,증권법 사건 처리 시 서면 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
69,부산지방법원 IT통신 소송 경험이 풍부한 법무법인 찾아주세요,정보,보통,법무,KO,7,"법무분야, 지역"
70,수영구 헌법 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
71,부산 금융법무 분야에서 혁신성 우수한 로펌들 순위는?,거래,보통,법무,KO,7,"법무분야, 지역"
72,부산시 보험법 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
73,건설인프라 분야 경남 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
74,국제법 관련 양산시 법률사무소들의 성공률 차이점은?,거래,보통,법무,KO,6,"법무분야, 지역"
75,영남권 지역 소송분쟁해결 전문가 중에서 신뢰도 좋은 곳 추천해주세요,정보,보통,법무,KO,9,"법무분야, 지역"
76,기업법무 관련 거제동 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
77,부산지방법원 부동산법무 소송 경험이 풍부한 법무법인 찾아주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
78,상속법 관련 부산지방법원 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
79,부산지방법원 행정법 소송 경험이 풍부한 법무법인 찾아주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
80,금융법무 사건 처리 시 경상남도 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
81,부산지방법원 행정법 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
82,부산지방법원 지역 헌법 전문가 중에서 투명성 좋은 곳 추천해주세요,탐색,보통,법무,KO,9,"법무분야, 지역"
83,상속법 분야 동래구 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
84,수영구 환경 전문 로펌들의 서비스 특징과 장단점 비교,거래,보통,법무,KO,8,"법무분야, 지역"
85,행정법 분야 부산시 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
86,부산지방법원 증권법 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
87,지적재산권 관련 경상남도 법률사무소 선택 기준과 추천 리스트,거래,보통,법무,KO,8,"법무분야, 지역"
88,조세법무 관련 서면 법률사무소들의 접근성 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
89,IT통신 분야 수영구 지역 전문 법무법인을 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역, USP"
90,부산지방법원 IT통신 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
91,증권법 분야 동남권 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
92,경남 상속법 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
93,부산 국제법 분야에서 비용 효율성 우수한 로펌들 순위는?,거래,보통,법무,KO,8,"법무분야, 지역"
94,부산 개인정보 분야에서 비용 효율성 우수한 로펌들 순위는?,거래,보통,법무,KO,8,"법무분야, 지역"
95,부산 계약법무 분야에서 시간 단축 우수한 로펌들 순위는?,탐색,보통,법무,KO,8,"법무분야, 지역"
96,회생법 관련 부산 법률사무소들의 전문성 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
97,부산 계약법무 분야에서 안정성 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
98,부산 의료헬스케어 분야에서 편의성 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
99,양산시 회생법 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
100,부산 노동법무 분야에서 전문성 우수한 로펌들 순위는?,정보,보통,법무,KO,7,"법무분야, 지역"
101,소송분쟁해결 분야 남포동 지역 전문 법무법인을 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역, USP"
102,상속법 사건 처리 시 거제동 법무법인들의 접근 방식 비교,정보,보통,법무,KO,9,"법무분야, 지역"
103,부산지방법원 계약법무 전문 로펌들의 서비스 특징과 장단점 비교,정보,보통,법무,KO,8,"법무분야, 지역"
104,연제구 국제법 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
105,법조단지 헌법 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
106,기장군 지역 조세법무 전문가 중에서 접근성 좋은 곳 추천해주세요,거래,보통,법무,KO,9,"법무분야, 지역"
107,동래구 기반 헌법 전문 변호사들의 실적 비교해주세요,거래,보통,법무,KO,7,"법무분야, 지역"
108,IT통신 관련 양산시 법률사무소들의 성공률 차이점은?,거래,보통,법무,KO,6,"법무분야, 지역"
109,부산 계약법무 분야에서 성공률 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
110,부산 의료헬스케어 분야에서 시간 단축 우수한 로펌들 순위는?,정보,보통,법무,KO,8,"법무분야, 지역"
111,증권법 분야 거제동 지역 전문 법무법인을 비교해주세요,거래,보통,법무,KO,7,"법무분야, 지역, USP"
112,서면 기반 개인정보 전문 변호사들의 실적 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역"
113,부산시 기반 조세법무 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
114,경남 지역 개인정보 전문가 중에서 전문성 좋은 곳 추천해주세요,탐색,보통,법무,KO,9,"법무분야, 지역"
115,회생법 관련 수영구 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
116,부산지방법원 기업법무 소송 경험이 풍부한 법무법인 찾아주세요,거래,보통,법무,KO,7,"법무분야, 지역"
117,부산지방법원 개인정보 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
118,증권법 관련 거제동 법률사무소 선택 기준과 추천 리스트,정보,보통,법무,KO,8,"법무분야, 지역"
119,기업법무 사건 처리 시 동남권 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
120,서면 지역 소송분쟁해결 전문가 중에서 투명성 좋은 곳 추천해주세요,탐색,보통,법무,KO,9,"법무분야, 지역"
121,해운대 기반 행정법 전문 변호사들의 실적 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역"
122,IT통신 분야 양산시 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
123,보험법 분야 경남 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
124,부산 부동산법무 분야에서 전문성 우수한 로펌들 순위는?,정보,보통,법무,KO,7,"법무분야, 지역"
125,금융법무 분야 부산시 지역 전문 법무법인을 비교해주세요,거래,보통,법무,KO,7,"법무분야, 지역, USP"
126,개인정보 관련 동남권 법률사무소들의 전문성 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
127,IT통신 관련 거제동 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
128,기업법무 관련 경남 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
129,상속법 사건 처리 시 영남권 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
130,부동산법무 분야 부산시 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
131,부동산법무 분야 ESG 컴플라이언스 구축 시 남포동 특화 솔루션과 만족도 ROI 분석,거래,어려움,법무,KO,12,"법무분야, 지역"
132,신뢰할 수 있는를 활용한 의료헬스케어 분야 디지털 혁신이 수영구 법무시장에 미치는 파급효과 분석,정보,어려움,법무,KO,13,"법무분야, 지역, USP"
133,보험법 분야 ESG 컴플라이언스 구축 시 경상남도 특화 솔루션과 차별화 ROI 분석,탐색,어려움,법무,KO,12,"법무분야, 지역"
134,증권법 전문성을 부산지방법원 지역 안정성와 연계하여 종합적으로 분석해주세요,정보,어려움,법무,KO,8,"법무분야, 지역"
135,기장군 지역 증권법 규제 변화에 따른 선제적 대응 전략과 클라이언트 성공률 향상 방안,거래,어려움,법무,KO,13,"법무분야, 지역"
136,부산 서면 메가프로젝트 관련 건설인프라 통합 자문에서 검증된 활용 극대화 전략,거래,어려움,법무,KO,11,"법무분야, 지역, USP"
137,대표 로펌를 활용한 상속법 분야 디지털 혁신이 거제동 법무시장에 미치는 파급효과 분석,거래,어려움,법무,KO,12,"법무분야, 지역, USP"
138,경상남도 기반 글로벌 국제법 프로젝트에서 경쟁력과 투명성 최적화 전략은?,탐색,어려움,법무,KO,9,"법무분야, 지역"
139,금융법무 전문성을 법조단지 지역 편의성와 연계하여 종합적으로 분석해주세요,거래,어려움,법무,KO,8,"법무분야, 지역"
140,연제구 지역 가족법 규제 변화에 따른 선제적 대응 전략과 클라이언트 만족도 향상 방안,거래,어려움,법무,KO,13,"법무분야, 지역"
141,부산시 기반 글로벌 건설인프라 프로젝트에서 경쟁력과 접근성 최적화 전략은?,정보,어려움,법무,KO,9,"법무분야, 지역"
142,합리적 수임료를 활용한 가족법 분야 디지털 혁신이 해운대 법무시장에 미치는 파급효과 분석,탐색,어려움,법무,KO,12,"법무분야, 지역, USP"
143,AI 기반 증권법 솔루션이 거제동 기업들의 혁신성 혁신에 미치는 영향 분석,정보,어려움,법무,KO,11,"법무분야, 지역"
144,의료헬스케어 분야 ESG 컴플라이언스 구축 시 동남권 특화 솔루션과 만족도 ROI 분석,정보,어려움,법무,KO,12,"법무분야, 지역"
145,부산지방법원 환경 관련 최근 5년간 판례 동향을 법률 파트너 관점에서 평가해주세요,탐색,어려움,법무,KO,11,"법무분야, 지역, USP"
146,회생법 전문성을 양산시 지역 접근성와 연계하여 종합적으로 분석해주세요,탐색,어려움,법무,KO,8,"법무분야, 지역"
147,기업법무 전문성을 거제동 지역 혁신성와 연계하여 종합적으로 분석해주세요,거래,어려움,법무,KO,8,"법무분야, 지역"
148,계약법무 분야 ESG 컴플라이언스 구축 시 센텀시티 특화 솔루션과 편의성 ROI 분석,정보,어려움,법무,KO,12,"법무분야, 지역"
149,부산지방법원 부동산법무 관련 최근 5년간 판례 동향을 영남권 최고 관점에서 평가해주세요,정보,어려움,법무,KO,11,"법무분야, 지역, USP"
150,양산시 지역 보험법 규제 변화에 따른 선제적 대응 전략과 클라이언트 투명성 향상 방안,정보,어려움,법무,KO,13,"법무분야, 지역"
151,부산 남포동 메가프로젝트 관련 개인정보 통합 자문에서 실무진 활용 극대화 전략,탐색,어려움,법무,KO,11,"법무분야, 지역, USP"
152,부산 서면 메가프로젝트 관련 지적재산권 통합 자문에서 30년 업력 활용 극대화 전략,탐색,어려움,법무,KO,12,"법무분야, 지역, USP"
153,국제법 분야 ESG 컴플라이언스 구축 시 부산 특화 솔루션과 신뢰도 ROI 분석,거래,어려움,법무,KO,12,"법무분야, 지역"
154,부산지방법원 행정법 관련 최근 5년간 판례 동향을 실무진 관점에서 평가해주세요,거래,어려움,법무,KO,10,"법무분야, 지역, USP"
155,부산 경상남도 메가프로젝트 관련 국제법 통합 자문에서 검증된 활용 극대화 전략,탐색,어려움,법무,KO,11,"법무분야, 지역, USP"
156,부산지방법원 복합 회생법 사건에서 다학제적 접근법과 안정성 효율성 평가,정보,어려움,법무,KO,9,"법무분야, 지역"
157,부산 동남권 메가프로젝트 관련 기업법무 통합 자문에서 검증된 활용 극대화 전략,정보,어려움,법무,KO,11,"법무분야, 지역, USP"
158,AI 기반 의료헬스케어 솔루션이 남포동 기업들의 투명성 혁신에 미치는 영향 분석,정보,어려움,법무,KO,11,"법무분야, 지역"
159,경상남도 기반 글로벌 환경 프로젝트에서 경쟁력과 투명성 최적화 전략은?,거래,어려움,법무,KO,9,"법무분야, 지역"
160,센텀시티 지역 회생법 규제 변화에 따른 선제적 대응 전략과 클라이언트 신뢰도 향상 방안,탐색,어려움,법무,KO,13,"법무분야, 지역"
